Title,Condition,Buy Price,Author,Publisher,ISBN
"Two Hundred Years of the S.P.G.: An Historical Account of the Society for the Propagation of the Gospel in Foreign Parts, 1701-1900. (Based On a Digest of the Society's Records.) by C.F. Pascoe",New,32.95,Louis Duchesne,Legare Street Press,1016212720
Beyond Genius: The 12 Essential Traits of Today's Renaissance Men,Very Good,26.49,Scott Griffiths,Authorhouse,1481702939
"Genealogical Notes of the Carpenter Family, Including the Autobiography, and Personal Reminiscences of Dr. Seymour D. Carpenter, Lieutenant Colonel in ... Genealogical and Biographical Appendix ..",New,22.95,Edwin Sawyer Walker,Legare Street Press,1015641741
The Citizen Of The World,New,21.99,Oliver Goldsmith,University Press of the Pacific,1410204278
Here I Am a Writer,New,16.44,Christopher McIlroy,Createspace Independent Publishing Platform,1481876651
Life And Work Of Mary Lee Cagle: An Autobiography,New,25.93,Mary Lee Cagle,Kessinger Publishing,1163168084
"Fractured Tales of Milwaukee's Eastside: A True Story About the Germans, the Poles, the Irish, the Jews, the Italians, and the Greeks",,0.0,Thelma Kamuchey,Authorhouse,144906759X
"Ninety Years, the story of William Parmer Fuller",New,23.75,William Parmer Fuller Jr.,Kessinger Publishing,1162755407
"Army Life On The Pacific: A Journal Of The Expedition Against The Northern Indians; The Tribes Of The Coeur D'Alenes, Spokans And Pelouzes In The Summer Of 1858",New,16.23,Lawrence Kip,"Gale, Sabin Americana",1275689086
Menuhins: A Family Odyssey,New,13.95,Lionel Menuhin Rolfe,Createspace Independent Publishing Platform,1441493999
Chester Gould: A Daughter's Biography of the Creator of <i>Dick Tracy</i>,New,37.63,Jean Gould O'connell,McFarland & Company,0786472995
"Elvis, Linda & Me: Unseen Pictures & Untold Stories from Graceland",Very Good,102.99,Jeanne Lemay Dumas,Rooftop Publishing,1600080235
Peter Badge and Sandra Zarrinbal: Ingenious Encounters: World Tour to Nobel Laureates,Good,16.29,Sandra Zarrinbal,Daab Media,3942597306
Tread Upon the Lion the Story of Tommie Titcombe,Acceptable,8.89,Sophie De La Haye,Kingsley Press,1937428389
At the End of the Bus Ride: A Teacher's Tale,,0.0,Janet Morgan,Two Harbors Press,1936198029
On iniquity;: Some personal reflections arising out of the Moors murder trial,Good,17.69,Pamela Hansford Johnson,London; Melbourne: Macmillan,B002B63QIY
Edward William Lane 1801-1876: The Life of the Pioneering Egyptologist and Orientalist,New,36.43,Jason Thompson,American University in Cairo Press,9774162870
Meier: Richard Meier & Partners 1963-2008,,0.0,Philip Jodidio,Taschen,3836543230
How Shall They Hear Without a Preacher?: The Life of Ernest Fremont Tittle,New,85.0,Robert Moats Miller,University of North Carolina Press,0807879231
Nicholas of Cusa's Dialectical Mysticism,,0.0,Jasper Hopkins,Arthur J Banning Pr,0938060295
Richmond in World War II,Very Good,49.79,Francis Earle Lutz,Dietz Press,B0007HP69Q
Rex Ingram: Master of the silent cinema,Very Good,41.29,Liam O'Leary,Academy Press,0906187303
Her Majesty Queen Elizabeth II,,0.0,Christopher Warwick,Taschen,3836535181
Spiritual Wingman,,0.0,Richard Haines,Tate Pub & Enterprises Llc,168352084X
Sweet Memories: The Lagomarcino's Story,,0.0,Bill Wundram,Lagomarcino's,1591520533
"Voyages of Samuel De Champlain, 1604-1618",New,24.95,Samuel de Champlain,Legare Street Press,1015582516
L.A. cop: Peacemaker in blue,Good,32.39,Bob Vernon,Impact Books,0914850431
Sun Rising on the West: The Saga of Henry Clay and Elizabeth Smith,,0.0,W. H. Curry,Crosby County Pioneer Memorial,0960694021
"E. Grace Coombs (Mrs. James Sharp Lawson) A.O.C.A., O.S.A.",New,30.95,Lorne 1890-1961 Pierce,Hassell Street Press,1014235499
Dickens' London,New,9.52,Francis Miltoun,Createspace Independent Publishing Platform,150852579X
Sammy Miller: The will to win (A Foulis motorcycling book),,0.0,J.R. Clew,Not Avail,0854292195
James Watson Webb's Trip Across Illinois in 1822,New,16.34,Frank Everett Stevens,Legare Street Press,1014247055
Give Thanks,,0.0,Lyn Brickles,Tate Publishing,1681185962
Magic: A Pictorial History of Conjurers in the Theater,,0.0,David Price,Cornwall Books,0845347381
Harriet Quimby - America's First Lady of the Air: A Biography for Intermediate Readers (Aviation History Series),,0.0,Ed Y. Hall,"Honoribus Press, the",1885354061
The winner's edge: What the all-pros say about success,,0.0,Bob Oates,Mayflower Books,0831794550
The Miracles That Follow: A Life of Meaning,New,12.52,Scott Kramer,Independently Published,109544672X
War Between the Union and the Confederacy and Its Lost Opportunities: With a History of the 15th Alabama Regiment and the 48 Battles in Which It Was E,,0.0,William C. Oates,Morningside Bookshop,0890290172
Last Adventurer: The Life of Talbot Mundy,,0.0,Peter Berresford Ellis,Donald M. Grant Publishers,0937986704
The Marriott Cell: An Epic Journey from Cairo's Scorpion Prison to Freedom,,0.0,Mohamed Fahmy,Random House Canada,0345816358
Strength Through Struggle,Acceptable,81.29,Frederick W. Kinzie,Word Aflame Press,0912315989
"Atlas - Too Much, Too Soon",,0.0,Tony Atlas,Crowbar Press,B01K3KNAEO
Mary Wayfarer,,0.0,Mary Mebane,Viking Books,0670459607
Alvin Lee & Ten Years After : Visual History,,0.0,Herb Staehr,Free Street Press,0970870000
Labour and the Royal,,0.0,Éamonn Mac Thomáis,O'Brien Press,0905140567
Never Say Die: The Chronicle of a Political Prisoner (Peak library),,0.0,Wanyiri Kihoro,East African Educational Publishers,9966468994
At the Helm: True Adventures of a Young Merchant Marine,,0.0,Anne Gulliksen,Dog Ear Publishing,1608441873
Puccini Among Friends,New,36.99,Vincent Seligman,Sullivan Press,1406747793
The Heart Of The West: An American Story; Time: 1860; Scene: On The Mississippi,New,26.95,An Illinoian,Kessinger Publishing,0548570868
Bitter Or Better: Grappling with Life on the Op-Ed Page,,0.0,Caryn Sullivan,Rockpaperstar Press,0983588767
Earhart Disappearance: British Connection (Aviation heritage library series),,0.0,James A. Donahue,Aviation Heritage Books,094369101X
A Cup of Hot Water And a Tea Bag,,0.0,Mary Marsalka,Createspace Independent Pub,1419646540
"The Railroad Photographs of Alfred A. Hart, Artist",,0.0,Mead B. Kibbey,California State Library Foundation,092972285X
Quello che importa è grattarmi sotto le ascelle. Fernanda Pivano intervista Charles Bukowski,,0.0,Charles Bukowski,Sun Dog Press,0941543269
"Louis William DuBourg: Bishop of Louisiana and the Floridas, Bishop of Montauban, and Archbishop of Besançon, 1766-1833 (Volume I)",,0.0,Annabelle M. Melville,Loyola University Press,0829405291
It Was Fun Working at the White House,,0.0,Lillian P. Parks,Fleet Press Corporation,083030083X
Stranger on the Square,,0.0,Cynthia Koestler,Random House Trade,0394538889
Dear Tiny Heart: The Letters of Jane Heap and Florence Reynolds,New,102.78,Holly A. Baggett,New York University Press,0814712460
Juliette Low,Very Good,12.59,Mildred Mastin Pace,Jesse Stuart Foundation,0945084617
A Young Surgeon Goes to War,,0.0,"M.D. Dziob, John S.",Dorrance Pub Co,0805948619
Yo soy Iris Chacon,,0.0,Iris Chacon,Cafetec,0578175193
The art of A. Henry Nordhausen,,0.0,Laurence Eli Schmeckebier,Phoenix Publishing,0914016733
"My Journey: Veritas, Veritas, Omnia Veritas, Semper Omnia Veritas",,0.0,Nicolas Radoiu,N. Radoiu,081870134X
"Jesse Jackson, the Man, the Movement, the Myth",,0.0,Barbara Ann Reynolds,"Burnham, Inc.",091101280X
Dictionary of American Biography V6,,0.0,Scribner,Gale Cengage,0684141434
"Gen. Garfield From the log Cabin to the White House, Including his Early History, war Record, Public Speeches, Nomination, Inauguration, Assassination, Death and Burial",New,26.95,James Baird McClure,Wentworth Press,1362358967
Blowing Sandstorm,,0.0,Horace Chrenshaw Jr.,Tate Publishing,1680283766
Gone But Not Forgotten!: Color edition,New,11.84,Jax,"Urlink Print & Media, LLC",1643674552
The Evolution of the Nation of Islam: the Story of the Honorable Elijah Muhammad,,0.0,Jesus Muhammad-Ali,JMA Pub,0972519203
Great Wives and Mothers,New,19.0,Hugh Francis Blunt,Createspace Independent Publishing Platform,1470000776
Vaishnava Saints,,0.0,Ananta Shakti,Torchlight Publications,188708939X
"End of the Trail a Man, His Statue and a Coin",,0.0,W E Mueller,High Hill Press,1606530968
Chemical Pioneers: The Founders of the American Chemistry Industry,,0.0,Williams Haynes,Ayer Co Pub,0836914422
The Menace of Madness in High Places,,0.0,Russel V Lee,Omega Books,0893530220
Life In A New England Town 1787-88: Diary Of John Quincy Adams,New,22.69,John Quincy Adams,Legare Street Press,1015840663
When East Met West,,0.0,Margrit Wirth,Tate Publishing & Enterprises,1933148500
Footprints of Famous Men; Designed as Incitements to Intellectual Industry,New,20.66,John G. Edgar,Alpha Edition,9356083770
Idi Amin Dada: Hitler in Africa,,0.0,Margaret Melady,Andrews McMeel Publishing,0836207831
Take My Hand: Twelve Stories of Dissolution and Healing,,0.0,Sasha Porter Blue,"Mill City Press, Inc.",1934937231
Cumberland Gap's hillbilly preacher: Hugh Vancel,,0.0,Cornie Belle McCloud,Providence House Publishers,1881576558
Voyage to Perdition,,0.0,Ben Rash,Carlton Press Corporation,0806247460
"Adolf Hitler, pictures from the life of the Fuhrer, 1931-1935",,0.0,G.m.b.H Cigaretten-Bilderdienst,"Peebles Press, International, Incorporated",0856900656
Across the years: Memories of a Virginian,Very Good,21.39,Virginius Dabney,Doubleday,0385122470
Young Eye Seeing: Some Letters Written in 1932 and 1933,New,23.95,Everett McNear,"Literary Licensing, LLC",1258365510
Modern Skepticism - A Journey Through the Land of Doubt and Back Again - A Life Story,New,13.03,Joseph Barker,Createspace Independent Publishing Platform,1500936324
"A vindication of the divine inspiration of the holy scriptures, and of the doctrines contained in them; being an answer to the two parts of Mr. T. Paine's Age of reason. By Thomas Scott, ...",New,15.59,Thomas Scott,Nabu Press,1141314193
Pistol Pete Maravich: The Louisiana Purchase,,0.0,Tom Saladino,Circle Book Service,087397056X
Three Master Builders and Another: Studies in Modern Revolutionary and Liberal Statesmanship,,0.0,Pelham H. Box,Ayer Co Pub,0836902343
The Traveling Touch-Hole,,0.0,Stephen D. Andrews,America Star Books,145123936X
"Memoirs of a Veteran Who Served as a Private in the 60's in the War Between the States; Personal Incidents, Experiences and Observations",New,11.3,Isaac Hermann,Madison & Adams Press,8026890469
"The Life and Letters of Benjamin Jowett, M.A.: Master of Balliol College, Oxford; Volume 1",New,37.75,Lewis Campbell,Nabu Press,1144668662
The story of the United States,New,42.95,Marie Louise Herdman,Kessinger Publishing,0548839905
"Letters of Sean O'Casey (Letters of Sean O'Casey, 1910-1941)",,0.0,Seán O'Casey,Catholic University of America Press,0025666606
Inside IBM: The Watson years : a personal memoir,,0.0,W.W. Simmons,Dorrance Publishing Co.,0805931163
"Thomason, the Autobiography of a Federal Judge",Very Good,8.29,Robert Ewing Thomason,Texas Western Press,0874040302
"The Onliest One Alive: Surviving Jonestown, Guyana",,0.0,Catherine H. Thrash,Marian K. Towne,096426661X
Forward with Christ,New,24.95,George Aus,Kessinger Publishing,1432592424
Texas ranchmen,,0.0,Dorothy Abbott McCoy,Eakin Press,0890155704
One Less Hush (Exposing a Generational Curse) 2,,0.0,Steven E. Griffin,Steven E. Griffin,0615286933
"Living with the Communists: China 1953-5, Soviet Union 1962-5",,0.0,Humphrey Trevelyan,Gambit,0876450540
"John Ogden, The Pilgrim, 1609-1682: A Man of More Than Ordinary Mark",,0.0,Jack Harpster,Fairleigh Dickinson University Press,1611473381
Jimi Hendrix: Starchild,,0.0,Curtis Knight,Inner Light - Global Communications,0938294318
Builder of bridges: A biography of Roy Hunter Short,,0.0,T. Otto Nall,Upper Room,0835804003
David Eccles: Pioneer western industrialist,,0.0,Leonard J. Arrington,Utah State University,087421078X
Fragments: Portraits from the Inside,Good,30.29,Andre de Toth,Faber & Faber,0571172229
ZELL: THE GOVERNOR WHO GAVE GA HOPE,,0.0,Richard Hyatt,Mercer University Press,0865545774
The Cam Henderson Story-His Life and Times: His Life and Times,,0.0,Sam Clagg,McClain Printing Co,0870124315
Joyce Carol Oates (Literature and Life Series),,0.0,Ellen G. Friedman,Generic,B08961SFHM
"The transformation of Anglicanism, 1643-1660,: With special reference to Henry Hammond,",,0.0,John William Packer,Manchester University Press,0719003814
Civilizers: The Duvals of Texas from Virginia Through Kentucky and Florida,,0.0,Roy L. Swift,Marion Koogler McNay Art Museum,0890158401
Joseph Hislop: Gran Tenore,,0.0,Michael T.R.B. Turnbull,Scolar Pr,0859678938
Trump Unveiled: Exposing the Bigoted Billionaire,New,14.45,John K. Wilson,OR Books,194486931X
"Sky Dancer: A Gutsy Memoir about Cancer, Love & Learning That Death is as Natural as Eagles Soaring in the Sky",,0.0,Judy Archibald,Authorhouse,0759695598
San Juan siempre nuevo: Arquitectura y modernizacio´n en el Siglo XX = Ever new San Juan : architecture and modernization in the Twentieth Century (Serie De´dalo) (Spanish Edition),,0.0,Enrique Vivoni Farage,AACUPR,0965009424
You Can't Direct The Wind You Can Only Reset The Sails,,0.0,Bob Gow,Xixim publishing,0971857504
A Delta Diary - Amanda Worthington's Civil War Diary,,0.0,Troy (Woody) Woods,Olivewoods Press,0615220274
Book That Disappeared: What Happened in Budapest,Good,93.99,Lars G. Berg,Vantage Press,0533081408
Hospital Life in the Army of the Potomac,New,19.4,William Howell Reed,"Gale Ecco, Sabin Americana",1275598226
Raroia; happy island of the South Seas,Acceptable,15.19,Bengt Danielsson,Allen & Unwin,0049190032
Famous Violinists of To-day and Yesterday,New,11.25,Henry C. Lahee,Createspace Independent Publishing Platform,1544620101
WHITMAN. An Unfinished Story.,Acceptable,13.39,Stephen B.L. Penrose,"Whitman Publishing Co., (1935)",B00085I1V2
John Keats.,Good,15.89,Amy Lowell,Archon Books,0208006982
I'll Go Quietly,New,21.58,Fred Russell,Kessinger Publishing,1163809985
My sixty years with rural youth,Acceptable,11.59,Anna Coit,University of Minnesota Press,B0007DXUS4
Simon Kenton: His Life And Period 1755-1836,Very Good,45.29,Edna Kenton,Kessinger Publishing,0548202826
The Hatfields,Very Good,69.99,G. Elliott Hatfield,East Kentucky Press Inc.,0985524731
A borderland Confederate,New,25.95,Festus (ed). Summers,"Literary Licensing, LLC",1258161303
Some Account of the Life & Religious Experience of Mary Alexander: Late of Needham Market,New,31.95,William Alexander,Palala Press,1358548196
"Oration at Valley Forge, June 19, 1878: The One Hundredth Anniversary of the Departure of the Army of the Revolution From Winter Quarters at That Place",New,18.17,Henry Armitt Brown,Kessinger Publishing,1163588512
"Reminiscences of Charles Durand of Toronto, Barrister",New,39.95,Charles Durand,Legare Street Press,101712311X
Antonin Raymond: An Autobiography,,0.0,Antonin Raymond,Tuttle Publishing,0804810443
"Forgotten Sundays: A Son's Story of Life, Loss, and Love from the Sidelines of the NFL",,0.0,Gerry Sandusky,Running Press Adult,076245248X
Arthur Machen,,0.0,Mark Valentine,Seren Books,185411123X
Misty Copeland SIGNED book Ballerina Body AUTOGRAPH,,0.0,,Grand Central Publishing,1538728028
The Life and Work of Jacob Kenoly,New,20.87,C.C. Smith,Legare Street Press,1017891737
"The Story of a Cavalry Regiment: The Career of the Fourth Iowa Veteran Volunteers From Kansas to Georgia, 1861-1865",New,31.95,William F. Scott,Legare Street Press,1015618863
The Lengthening Shadow: The Story of Leo L. Spears,New,33.95,Erna Rex,"Literary Licensing, LLC",1258515938
The Way of Deliverance: Three Years with the Condemned Japanese War Criminals,New,46.51,Shinsho Hanayama,"Literary Licensing, LLC",1258498936
"The story of Dwight W. Morrow,",New,25.95,Mary Margaret McBride,Kessinger Publishing,143251380X
My Camera Pays Off,New,22.95,Ozzie Sweet,Kessinger Publishing,0548438137
"From Harrison to Harding: A Personal Narrative, 1888-1921 ( 2 Volumes ) (American Biography Series)",New,26.95,Arthur Wallace Dunn,Legare Street Press,1014886902
Guilty but Insane,,0.0,Poppy Z. Brite,Subterranean Press,1892284898
Douglass Farm: A Juvenile Story Of Life In Virginia,New,22.69,Mary Emily Bradley,Legare Street Press,1013627318
"Alicia Warlock, a Mystery, and Other Stories",New,19.97,Wilkie Collins,Legare Street Press,1017069638
Count It All Joy: Life's Lessons from a Child with Special Needs,New,15.21,Kathleen Murray,WestBow Press,1512706825
Studies in Sublime Failure,,0.0,Shane Leslie,Lilliput Press,1843511568
MOTHER TREE AND FIRE CHILD: A Memoir,,0.0,Camille Biexei,Independently published,1980639884
"The Life and Letters of Jesse Hill Ford, Southern Writer: With Annotations and Commentary (Studies in American Literature)",,0.0,Anne Cheney,Edwin Mellen Press,0773488766
The Social Theory of W.E.B. Du Bois,New,142.0,Phil Zuckerman,Pine Forge Press,0761928715
Prince,,0.0,Jim Feldman,Ballantine Books,0345323254
"Robert E. Lee and the Southern Confederacy, 1807-1870",New,19.75,Henry Alexander White,Createspace Independent Publishing Platform,1489577300
